vmax_pdh	vmax_pdc	vmax_ack	vmax_pyk	km_pdh_nad	km_pdh_nadh	km_pdh_acetylcoa	km_pdh_coa	km_pdh_co2	km_ack_pi	km_nox_nad	k_nox_nis	k_o2	Obj.Func
40.0	0.1	40.0	70.0	0.1	22.0	45.0	0.1	24.76	35.0	14.51	19.35	40.0	537.396255901009
26.929915018699734	33.0968658819374	42.244336374337024	47.43920829111549	0.5646121960412632	44.511650036902196	63.14186957249903	1.661530266408267	21.81497415114228	56.29910252263398	39.85389535223582	45.73159447241383	60.07219457096547	318.8939719849234
26.93508586525846	32.65034069539883	42.17813508218116	47.17302393907463	0.47606928690763073	44.950193751671534	63.5298800042196	1.9306931152764597	21.467667832994955	55.84469048600467	40.34902086372259	45.43498567684342	60.124586191186616	317.15583952318167
27.297984738213543	33.07176098657046	42.08362588751451	47.29932180038069	0.2598417671272439	44.980491530501745	63.2370766190165	1.625696664979802	21.32304403138744	56.03029533623383	40.21926149951423	45.27391781933997	60.57206841312034	313.8192818273434
27.743834882228665	33.483320131342325	42.19738894593924	46.95862975347627	0.345785070991163	45.30972881690195	63.50505314232473	1.8220438764894435	21.440888690088723	55.83682527447618	40.63370800847383	45.04134524280565	60.52612291593378	312.36271224600307
26.336327639961176	27.75930394538205	34.929981349406496	41.93640729796069	0.25823742049016846	44.635642590534246	62.058039695181904	0.783560990672866	24.300501569869205	59.805495907520054	45.252263722442095	34.84723009212514	60.70362781628934	238.03921282033966
24.186083095232153	26.47383659488949	33.50043484512361	41.7670994867583	0.19830457721987907	42.42315050533849	58.853799209384086	1.2896025446994215	23.76234326237762	56.778617797095336	42.96653417196813	32.041665655442145	56.372368200628294	187.74938400904523
23.986131313192832	26.859343097830592	33.461319227882285	42.18677263806849	0.41457746353332675	42.79829304832535	59.029620998725036	1.7599977076072029	23.606494558695825	56.597151262734705	43.21860159738882	31.85232395721156	56.66297267959886	198.05852725125533
19.971280021455247	32.51334087088459	29.302789452664243	34.86163960433973	0.012961580319759492	43.00464995479412	55.33565866676	1.0474412457940923	25.020432895866442	53.03445072639486	43.92157400344682	28.061695155374768	59.76013403207484	167.31493309606208
19.819113810038814	32.510925105752	29.684713911923783	34.99988846239673	0.2985621785894549	43.44152681103387	54.86774591557906	1.2725916118241924	25.20367204366629	53.102248102148216	44.17897788098089	27.6350944322209	60.19731063443293	179.722015899723
16.08480212856567	18.990986344895422	28.4685471824887	30.080991239851404	0.032965485760914105	34.940979187917854	49.34898669434352	0.11737670778727444	16.25548822542784	42.78649526681323	41.05677411106553	11.838168532618955	53.84975205631089	56.46565971972036
16.617638195124393	19.369986611007995	30.967649935798246	33.909751290968984	4.975506212158136e-05	30.646229929617505	49.1867939634906	0.275473192615991	13.729753429683713	36.45281976316476	40.563265076722466	14.538773548198915	56.1679406751954	58.84167868662567
16.553261706382767	18.496089117641127	28.73351688023369	30.058448905427067	1.0028167988105613e-05	35.232111862450566	49.51488678972132	0.2584540629376431	16.221266741057214	42.25329333561635	40.66619015898145	12.26702265754139	53.97098417051266	57.21872908721477
15.90424884477289	18.508920821097288	28.597399473606835	29.62256907098691	0.21475768727668093	35.14008869279939	49.632629690164414	0.01000031500469158	16.223869117152486	42.58022814230535	41.2505818930954	11.4338569269771	53.40121163029212	56.64378571465751
16.346258002782157	18.526495910733477	28.819514849686325	29.78216206784839	0.27487353074502224	34.58969025190209	49.35849519133965	0.1778287044205451	16.419826432278875	42.809421495203075	40.757415069584134	11.938878915800194	54.13441294666167	60.79620859154171
15.839691161017722	19.48763888213043	28.67187057988027	30.06449275404417	0.49401825478218037	35.33017097233443	49.38528531767136	0.4648198016394004	16.00961250817489	43.25470053739546	41.4090591973989	11.723703229329422	53.41942493654379	98.86769439227172
16.557661470567204	19.195281284114852	28.593932790639478	29.87483564060875	0.0331073831819272	35.47594384558737	49.5029014180284	0.1751819079239573	16.706734478914434	43.192307655424706	42.883096530913484	11.787979272778824	54.20410246872782	56.70432870393972
16.545982481117925	19.103578582304948	28.444373512014945	30.481786078121505	0.40601176888779816	34.66755626455012	49.74233596551501	0.01848649610764968	15.88676048946282	43.05522766352788	40.71810536281408	11.932180413096429	54.0606669636944	56.9327066098089
16.54099111229545	18.738430547550767	28.75483070326355	29.867913658410792	0.09683742479412799	34.91984866166403	49.83506523308169	0.1114858759922811	16.086052907745962	42.8759194229647	41.21483041195534	12.086590625811702	53.91647152782396	56.70144178096695
14.024935157166183	12.82315969716239	23.785874995287035	26.075423811972303	1e-05	31.950793552588785	49.54624683201538	0.01	11.661756097729326	39.49797289563852	42.76743174746024	11.010387572191403	51.29673420105592	57.19812877166464
19.09807178356926	21.75423716174856	30.994627881850302	30.088074391687744	0.13554325947901966	35.00484006293017	51.31470761591993	0.40030299421044774	17.33331172423808	44.453941291135315	40.91860276025067	13.733862752427227	54.980626208445386	61.65798236874594
15.84484389101433	19.175750660743137	28.011200777365808	29.84378315980113	0.2631947594459469	34.49556305143509	49.089691230371706	0.010000014326785028	16.41606885396587	42.60756601622305	40.58860781388184	11.81864478143704	54.278358265836445	56.824179428521084
16.04301089145917	18.940343656947032	29.19688741382138	30.124144114084615	0.253252125512712	34.297535556564945	48.89482793359647	0.020416451340636365	16.333609583507	42.35922272969883	41.36871859322624	11.782133150709392	52.94937076169314	56.65532371000782
15.632405835689019	18.864191036976973	28.170104180411357	29.584036040073947	0.42949990252874015	34.77830552528635	49.17580906929465	0.01	16.539705225728813	42.97534782307612	41.02796074853252	11.776933150737891	53.67081753357796	58.088130768132686
18.18239041282229	20.13858326062541	29.71157843138393	29.960321823189624	0.4505982642059159	36.60753228829108	49.9438423602026	0.36692476411703423	16.171224371346202	42.1269311599635	40.800792407908084	13.864468119459051	54.97256103972955	69.64860844794697
15.556156963776006	18.6777661233483	28.134632321829375	29.561857241448795	0.025614955979829056	35.172551884548135	49.52282586065397	0.08946071441282127	15.74135337344774	42.49132686490871	40.68072090121424	11.866191678867581	53.63359888062998	56.53243554522561
15.84684206052828	18.163454351294515	29.577004566284668	29.939293892051584	0.02571083740701053	36.46022753689946	49.852453796805655	0.13824846280363506	15.171785977824298	43.31794546041757	41.28429240830408	11.955552112858836	52.80050027531219	56.48582758562197
15.76130473761062	18.570085230065164	29.564321337774874	30.39995840693022	0.023343946305722073	36.17956187433605	49.75949619187789	0.1112357751134042	15.231795365480837	43.71080381269243	41.748680430524004	12.321052846492327	52.4539319792614	56.44470304597948
16.236555880723174	18.300290430912977	29.75998867467004	30.60952218343827	0.27487355762296134	36.405643680634036	49.84280689900332	0.5527911952568626	14.8786265642232	43.789323530482555	42.127194014961624	12.091954058211446	52.474280588143074	89.00805760837852
15.757191081385795	18.45518538494224	29.265815254009244	30.68809655199258	0.2158783002968571	35.84132155346293	49.635045867720585	0.030144355098995986	14.871627635186426	43.21969417616523	41.76398566035014	12.170050187089018	52.67068126852563	56.56443298002831
17.73942555673036	18.522156773794332	29.02154740253523	30.153779965940913	1.0001553661940103e-05	36.32912440951352	48.13427506210838	0.5453672856823621	15.00364497308856	42.247772397307855	41.60523684666391	14.710403513477502	51.024410113617996	64.74976281907581
15.440669599813194	18.844694443522123	29.983924700058317	30.078392409706606	0.4080402357861089	36.64099510016614	49.44048248587159	0.5495455212863096	15.371395134942725	43.80087017080593	41.29137703684775	12.393201254934652	52.41340441276154	102.74237038413256
15.344648121291804	18.40871003629603	30.021030990142123	30.56423435053788	0.006723759775572367	36.33061716893165	49.25735067952065	0.15646300411466244	15.272244337965821	43.32680981321628	41.640905655971174	12.510167014871541	52.384511211132846	56.85405098738394
15.637239737432262	18.339287460769945	29.585460874076503	30.177268634403042	0.18803250088769027	36.295393438798506	49.35679698238632	0.05060959088667503	14.89905285905792	43.34828935633245	41.48511487627947	12.761764167642154	51.99938898309071	57.34399090912413
15.789720660195849	18.190953797465383	30.48938103489081	30.41036338891165	0.3419784420417836	36.23871091820695	48.88252314655494	0.01	14.891712083836405	43.45522676126608	41.45319617316834	12.453732594184642	51.92593396139111	57.10326095253704
15.197694714283049	17.91015627923499	30.52003759263893	30.872116833225544	1e-05	36.55621376730998	49.72152897043921	0.1347049858744929	15.192338635058826	43.66084431267158	41.32401412171863	12.477070593411135	52.69750195689331	56.35517947939418
16.852975156746943	18.114196230869048	29.02983193075586	31.886928906297875	0.0723285634740591	33.79370165850185	47.307661719520915	0.17429757413273297	15.93958109210992	42.52241412301952	40.7193959791147	12.83152399648589	51.19067203196513	56.454253882951214
15.217153132023569	18.812488106434017	30.145619408167857	30.802736211670783	1.0000889633422767e-05	36.17183625863123	48.76161662729307	0.010000004439315173	14.860910457046208	43.789599421003565	41.991674675561704	12.139446028802311	52.60539153020048	57.62246825837353
14.982423318588452	16.270919295571872	30.15434287803938	30.00363902194624	0.12170776311747715	36.69343273081605	48.925533317512254	0.041325953051637984	14.804818140363686	42.195849485642896	41.00789154174153	12.769341428950009	52.355994635681206	56.58170378411207
14.837776955058201	0.00010009710025609267	34.120049258304675	47.74161952520163	1.0004836575778586e-05	41.61901554955941	73.74168979031252	0.38476482061768685	5.470376214998185	44.66118250071498	48.448076710073316	16.034388441990284	84.3998099689678	47.067995896374484
14.47989562880746	0.3988926455882762	33.70800828435614	48.07391604309839	1.00032740378173e-05	41.247661841985135	73.98636528313685	0.4044438212980854	4.988877496992326	44.83818325995147	48.94296408416377	15.916982797882453	84.19201975462795	48.82914599976252
17.490047679685652	1.4336949382166952	31.904884493200107	46.75453857959132	1e-05	42.450850932231944	75.96400790057245	0.7593702296203791	7.499428793122196	50.17669454447664	48.870908065071625	19.148414958268564	81.48557499555622	49.670394355564966
14.609500480145059	0.000100000309833656	33.870992467219175	47.38125593277913	1.0007290569026328e-05	41.18346563168981	74.19339704989818	0.010000006805121656	5.417031687126945	44.259124623128535	48.05496584859891	16.51253842068561	84.3115357374302	60.51152167296587
14.652337958661008	0.06593446837583568	33.94657714354189	47.3491563063991	0.10905296729072333	41.63144120804665	73.4093964428325	0.23607236530601292	5.478324535997366	44.92767814656406	48.116483908520784	16.209523115774267	84.3949421392699	46.832821565807286
14.686317126221098	0.34917322215627233	33.582880755032264	47.53394377671022	1e-05	41.599385882488946	73.07816675962655	0.5441755258565459	5.179994200344154	44.65434494930714	47.63346777330265	16.690038912523335	83.93039651811864	50.43728229484839
14.326642165560871	0.05751269451484191	34.33279243701316	47.07319873382885	1.0133090512231427e-05	41.41691610100111	73.42736954404246	0.2829077413229799	5.089618717104358	44.82224697906496	48.606619391824935	16.334644704804877	84.71339702376892	46.057382730448055
14.50968988427494	0.5372385553994216	33.87016545135738	47.13195341719517	0.3724299552673251	41.207751005226235	73.23733188826779	0.1371434131899993	4.8374224044123535	44.84637307805456	48.73977894046199	16.573428638855386	84.72842003784136	48.20662006094594
13.944390916838193	0.17076434198279133	35.57715637583618	46.776709323004276	0.23300969702315208	40.3754654728722	72.04265431910393	0.17826343800275923	6.108655215675961	45.567765367209155	49.78335548109547	17.641433417348832	84.67276324626974	47.13957589640299
13.794147526822687	0.32770207236627114	34.17868943068866	47.019126922067116	1.0080411119520702e-05	41.513593524670846	73.27209719607336	0.24768173664225937	5.341639009839403	44.37872042458862	49.106820819455166	16.802981147146923	84.8691009266297	45.956517384395184
14.572032004008022	0.5383396207451389	34.023647310310366	46.89196587475132	0.2778698396392648	41.605237217449556	73.82953562930305	0.22390912253375178	5.967194258179191	45.28785454724521	49.047340563378405	17.156030521777954	84.73382326107881	48.021717276877595
14.972116284095524	0.9031503078032679	34.04286665881991	47.100488676635244	1e-05	41.82627742353708	73.46756934554642	0.019886150464881208	5.713337713647051	45.35859428874224	49.21846739889016	17.3514421285567	84.88942759229084	65.91972123283416
14.499717273269713	0.491487315750278	34.226290949367716	47.223572917391486	1.0060769594109775e-05	41.5526250366658	74.17619540752605	0.1728376900416233	5.812602884018834	45.512281340704114	49.04419331634703	17.211293335754842	84.83887570071794	49.144767254642275
14.762737404554654	1.6068583260804374	34.15445941277265	46.29330743705874	1.0005103260423285e-05	41.23954893414992	73.88694785810756	0.42517421701769614	7.788205524625596	46.614598270163505	49.274569700856254	18.77015416204231	85.73365384336853	49.23938179509521
14.737840890542826	1.6451023965810885	33.7115450166641	46.58654247604806	1.0000464902057597e-05	40.9684945098923	73.55863231746409	0.35724389691101965	8.099705825038951	46.94011167143649	49.57241742226835	18.457377065940918	85.50906677471785	48.893928926531295
14.46750898104904	1.6065169773678019	36.06066334722283	47.230065794307926	0.08277824143108344	41.42169726806851	73.80747742082677	0.42370936873409604	7.40764003563611	43.49689321351755	47.61627330299518	18.887899288988457	84.89563043306485	50.450115255283265
15.129317800727026	1.654353401889178	34.15195074248179	46.493618638114086	0.0028346413803050224	40.90018757778586	73.25968071081383	0.15252116572060528	8.222098275482008	47.35139037318215	49.58879943792713	18.049417811168013	85.66233922613917	56.65740618794872
14.71563543876848	1.984301180639505	33.64128967103891	47.00626947501182	1e-05	41.28610827708257	73.91611682220326	0.38301208560648276	8.20252728518728	46.855890486246764	49.503117661227805	18.730767969614195	85.24231104797668	49.67487681902323
14.118956954248025	1.7416300159863092	33.630037730632715	45.134044095487766	1e-05	41.0378524291277	73.24223516871626	0.33560670930219605	8.167002090648941	46.59808070455703	49.19400841097505	17.573850835192484	85.54698515727408	48.329169620111145
14.693786599263763	1.733482845715328	33.338738763172245	46.55242835246767	1.0000757269353689e-05	40.857643934135	73.14316712380351	0.7297448446434419	8.373638833905769	47.27866308981458	49.534056840237724	18.481221362169624	85.61335731962795	56.444225379176245
14.085645452421959	1.5062383662019798	34.52118956187976	46.02659866989508	0.05209962325299755	41.149955444172775	73.71812789369015	0.28806779608457694	7.92742274095694	45.23952910105567	49.073866381183976	17.41858636936377	85.88265709122915	48.03774379870104
